filename,comment_amount,code_amount,ratio,classComment,methodComment,methodBody,constructorComment,constructorBody,fieldComment,fieldBody,classCommentLineLength,classCommentSymbolLength
Singleton.java,21,9,2.3333333333333335,"
 * Apply this to implementation classes when you want only one instance (per {@link Injector}) to be
 * reused for all injections for that binding.
 *
 * @author crazybob@google.com (Bob Lee)
 ",,,,,,,4,185
ImplementedBy.java,21,10,2.1,"
 * A pointer to the default implementation of a type.
 *
 * @author crazybob@google.com (Bob Lee)
 ",,,,,,,3,93
BindingProcessor.java,25,212,0.1179245283018868,"
 * Handles {@link Binder#bind} and {@link Binder#bindConstant} elements.
 *
 * @author crazybob@google.com (Bob Lee)
 * @author jessewilson@google.com (Jesse Wilson)
 ","/**
 * Handle ProviderMethods specially.
 */
 
","{
    InternalProviderInstanceBindingImpl<T> binding = new InternalProviderInstanceBindingImpl<T>(injector, key, source, provider, Scoping.scope(key, injector, provider, source, scoping), scoping);
    switch(binding.getInitializationTiming()) {
        case DELAYED:
            scheduleDelayedInitialization(binding);
            break;
        case EAGER:
            scheduleInitialization(binding);
            break;
        default:
            throw new AssertionError();
    }
    putBinding(binding);
    return true;
} 
",,,,,4,159
LinkedBindingImpl.java,15,77,0.19480519480519481,,,,,,,,1,0
MembersInjectorStore.java,37,95,0.3894736842105263,"
 * Members injectors by type.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ","/**
 * Returns true if any type listeners are installed. Other code may take shortcuts when there
 * aren't any type listeners.
 */
 
/**
 * Returns a new complete members injector with injection listeners registered.
 */
 
/**
 * Purges a type literal from the cache. Use this only if the type is not actually valid for
 * binding and needs to be purged. (See issue 319 and
 * ImplicitBindingTest#testCircularJitBindingsLeaveNoResidue and
 * #testInstancesRequestingProvidersForThemselvesWithChildInjectors for examples of when this is
 * necessary.)
 *
 * <p>Returns true if the type was stored in the cache, false otherwise.
 */
 
/**
 * Creates a new members injector and attaches both injection listeners and method aspects.
 */
 
/**
 * Returns the injectors for the specified injection points.
 */
 
","{
    return !typeListenerBindings.isEmpty();
} 
{
    return (MembersInjectorImpl<T>) cache.get(key, errors);
} 
{
    return cache.remove(type);
} 
{
    int numErrorsBefore = errors.size();
    Set<InjectionPoint> injectionPoints;
    try {
        injectionPoints = InjectionPoint.forInstanceMethodsAndFields(type);
    } catch (ConfigurationException e) {
        errors.merge(e.getErrorMessages());
        injectionPoints = e.getPartialValue();
    }
    ImmutableList<SingleMemberInjector> injectors = getInjectors(injectionPoints, errors);
    errors.throwIfNewErrors(numErrorsBefore);
    EncounterImpl<T> encounter = new EncounterImpl<>(errors, injector.lookups);
    Set<TypeListener> alreadySeenListeners = Sets.newHashSet();
    for (TypeListenerBinding binding : typeListenerBindings) {
        TypeListener typeListener = binding.getListener();
        if (!alreadySeenListeners.contains(typeListener) && binding.getTypeMatcher().matches(type)) {
            alreadySeenListeners.add(typeListener);
            try {
                typeListener.hear(type, encounter);
            } catch (RuntimeException e) {
                errors.errorNotifyingTypeListener(binding, type, e);
            }
        }
    }
    encounter.invalidate();
    errors.throwIfNewErrors(numErrorsBefore);
    return new MembersInjectorImpl<T>(injector, type, encounter, injectors);
} 
{
    List<SingleMemberInjector> injectors = Lists.newArrayList();
    for (InjectionPoint injectionPoint : injectionPoints) {
        try {
            Errors errorsForMember = injectionPoint.isOptional() ? new Errors(injectionPoint) : errors.withSource(injectionPoint);
            SingleMemberInjector injector = injectionPoint.getMember() instanceof Field ? new SingleFieldInjector(this.injector, injectionPoint, errorsForMember) : new SingleMethodInjector(this.injector, injectionPoint, errorsForMember);
            injectors.add(injector);
        } catch (ErrorsException ignoredForNow) {
        // ignored for now
        }
    }
    return ImmutableList.copyOf(injectors);
} 
",,,,,3,77
Annotations.java,64,274,0.23357664233576642,"
 * Annotation utilities.
 *
 * @author crazybob@google.com (Bob Lee)
 | NOTE: getKey/findBindingAnnotation are used by Gin which is abandoned.  So changing this API| will prevent Gin users from upgrading Guice version.| Checks for the presence of annotations. Caches results because Android doesn't. ","/**
 * Returns {@code true} if the given annotation type has no attributes.
 */
 
/**
 * Generates an Annotation for the annotation class. Requires that the annotation is all
 * optionals.
 */
 
/**
 * Implements {@link Annotation#equals}.
 */
 
/**
 * Implements {@link Annotation#hashCode}.
 */
 
/**
 * Implements {@link Annotation#toString}.
 */
 
/**
 * Returns true if the given annotation is retained at runtime.
 */
 
/**
 * Returns the scope annotation on {@code type}, or null if none is specified.
 */
 
/**
 * Returns the scoping annotation, or null if there isn't one.
 */
 
/**
 * Returns {@code value}, quoted if annotation implementations quote their member values. In Java
 * 9, annotations quote their string members.
 */
 
/**
 * Returns true if the given type has one of the desired annotations.
 */
 
/**
 * Adds an error if there is a misplaced annotations on {@code type}. Scoping annotations are not
 * allowed on abstract classes or interfaces.
 */
 
/**
 * Gets a key for the given type, member and annotations.
 */
 
/**
 * Returns the binding annotation on {@code member}, or null if there isn't one.
 */
 
/**
 * Returns true if annotations of the specified type are binding annotations.
 */
 
/**
 * If the annotation is an instance of {@code javax.inject.Named}, canonicalizes to
 * com.google.guice.name.Named. Returns the given annotation otherwise.
 */
 
/**
 * If the annotation is the class {@code javax.inject.Named}, canonicalizes to
 * com.google.guice.name.Named. Returns the given annotation class otherwise.
 */
 
/**
 * Returns the name the binding should use. This is based on the annotation. If the annotation has
 * an instance and is not a marker annotation, we ask the annotation for its toString. If it was a
 * marker annotation or just an annotation type, we use the annotation's name. Otherwise, the name
 * is the empty string.
 */
 
","{
    return annotationType.getDeclaredMethods().length == 0;
} 
{
    Preconditions.checkState(isAllDefaultMethods(annotationType), ""%s is not all default methods"", annotationType);
    return (T) cache.getUnchecked(annotationType);
} 
{
    if (!type.isInstance(other)) {
        return false;
    }
    for (Method method : type.getDeclaredMethods()) {
        String name = method.getName();
        if (!Arrays.deepEquals(new Object[] { method.invoke(other) }, new Object[] { members.get(name) })) {
            return false;
        }
    }
    return true;
} 
{
    int result = 0;
    for (Method method : type.getDeclaredMethods()) {
        String name = method.getName();
        Object value = members.get(name);
        result += (127 * name.hashCode()) ^ (Arrays.deepHashCode(new Object[] { value }) - 31);
    }
    return result;
} 
{
    StringBuilder sb = new StringBuilder().append(""@"").append(type.getName()).append(""("");
    JOINER.appendTo(sb, Maps.transformValues(members, arg -> {
        String s = Arrays.deepToString(new Object[] { arg });
        // cut off brackets
        return s.substring(1, s.length() - 1);
    }));
    return sb.append("")"").toString();
} 
{
    Retention retention = annotationType.getAnnotation(Retention.class);
    return retention != null && retention.value() == RetentionPolicy.RUNTIME;
} 
{
    return findScopeAnnotation(errors, implementation.getAnnotations());
} 
{
    Class<? extends Annotation> found = null;
    for (Annotation annotation : annotations) {
        Class<? extends Annotation> annotationType = annotation.annotationType();
        if (isScopeAnnotation(annotationType)) {
            if (found != null) {
                errors.duplicateScopeAnnotations(found, annotationType);
            } else {
                found = annotationType;
            }
        }
    }
    return found;
} 
{
    return QUOTE_MEMBER_VALUES ? ""\"""" + value + ""\"""" : value;
} 
{
    return cache.getUnchecked(annotated);
} 
{
    if (Classes.isConcrete(type)) {
        return;
    }
    Class<? extends Annotation> scopeAnnotation = findScopeAnnotation(errors, type);
    if (scopeAnnotation != null && // We let Dagger Components through to aid migrations.
    !containsComponentAnnotation(type.getAnnotations())) {
        errors.withSource(type).scopeAnnotationOnAbstractType(scopeAnnotation, type, source);
    }
} 
{
    int numErrorsBefore = errors.size();
    Annotation found = findBindingAnnotation(errors, member, annotations);
    errors.throwIfNewErrors(numErrorsBefore);
    return found == null ? Key.get(type) : Key.get(type, found);
} 
{
    Annotation found = null;
    for (Annotation annotation : annotations) {
        Class<? extends Annotation> annotationType = annotation.annotationType();
        if (isBindingAnnotation(annotationType)) {
            if (found != null) {
                errors.duplicateBindingAnnotations(member, found.annotationType(), annotationType);
            } else {
                found = annotation;
            }
        }
    }
    return found;
} 
{
    return bindingAnnotationChecker.hasAnnotations(annotationType);
} 
{
    if (annotation instanceof javax.inject.Named) {
        return Names.named(((javax.inject.Named) annotation).value());
    } else {
        return annotation;
    }
} 
{
    if (annotationType == javax.inject.Named.class) {
        return Named.class;
    } else {
        return annotationType;
    }
} 
{
    Annotation annotation = key.getAnnotation();
    Class<? extends Annotation> annotationType = key.getAnnotationType();
    if (annotation != null && !isMarker(annotationType)) {
        return key.getAnnotation().toString();
    } else if (key.getAnnotationType() != null) {
        return ""@"" + key.getAnnotationType().getName();
    } else {
        return """";
    }
} 
","/**
 * Constructs a new checker that looks for annotations of the given types.
 */
 
","{
    this.annotationTypes = annotationTypes;
} 
","/**
 * Returns true if the given class has one of the desired annotations.
 */
 
","Field hasAnnotations
",4,294
InternalFactory.java,20,67,0.29850746268656714,"
 * Creates objects which will be injected.
 *
 * @author crazybob@google.com (Bob Lee)
 ","/**
 * Creates an object to be injected.
 *
 * @param context of this injection
 * @param linked true if getting as a result of a linked binding
 * @throws com.google.inject.internal.InternalProvisionException if a value cannot be provided
 * @return instance that was created
 */
 
","get 
",,,,,3,82
ProvisionListenerStackCallback.java,25,105,0.23809523809523808,"
 * Intercepts provisions with a stack of listeners.
 *
 * @author sameb@google.com (Sam Berlin)
 | TODO(sameb): Can this be more InternalFactory-like?",,,,,,,4,144
Element.java,17,69,0.2463768115942029,"
 * An internal binding annotation applied to each element in a multibinding. All elements are
 * assigned a globally-unique id to allow different modules to contribute multibindings
 * independently.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ",,,,,,,5,243
AbstractProcessor.java,23,38,0.6052631578947368,"
 * Abstract base class for creating an injector from module elements.
 *
 * <p>Extending classes must return {@code true} from any overridden {@code visit*()} methods, in
 * order for the element processor to remove the handled element.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ",,,,,,,6,277
ProxyFactory.java,38,209,0.18181818181818182,"
 * Builds a construction proxy that can participate in AOP. This class manages applying type and
 * method matchers to come up with the set of intercepted methods.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 |
   * A callback filter that maps methods to unique IDs. We define equals and hashCode without using
   * any state related to the injector so that enhanced classes intercepting the same methods can be
   * shared between injectors (and child injectors, etc).
   | Constructs instances that participate in AOP. ","/**
 * Returns the interceptors that apply to the constructed type.
 */
 
","{
    return interceptors;
} 
",,,"/**
 * PUBLIC is default; it's used if all the methods we're intercepting are public. This impacts
 * which classloader we should use for loading the enhanced class
 */
 
","Field visibility
",9,514
RealMapBinder.java,180,978,0.18404907975460122,"
 * The actual mapbinder plays several roles:
 *
 * <p>As a MapBinder, it acts as a factory for LinkedBindingBuilders for each of the map's values.
 * It delegates to a {@link Multibinder} of entries (keys to value providers).
 *
 * <p>As a Module, it installs the binding to the map itself, as well as to a corresponding map
 * whose values are providers.
 *
 * <p>As a module, this implements equals() and hashcode() in order to trick Guice into executing
 * its configure() method only once. That makes it so that multiple mapbinders can be created for
 * the same target map, but only one is bound. Since the list of bindings is retrieved from the
 * injector itself (and not the mapbinder), each mapbinder has access to all contributions from all
 * equivalent mapbinders.
 *
 * <p>Rather than binding a single Map.Entry&lt;K, V&gt;, the map binder binds keys and values
 * independently. This allows the values to be properly scoped.
 | Note: We use valueTypeAndAnnotation effectively as a Pair<TypeLiteral, Annotation|Class>| Until the injector initializes us, we don't know what our dependencies are,| A factory for a {@code Map.Entry<K, Provider<V>>}. |
   * The BindingSelection contains some of the core state and logic for the MapBinder.
   *
   * <p>It lazily computes the value for keys for various permutations of Maps that are provided by
   * this module. It also builds up maps from {@code K} to {@code Binding<V>}, which is used by all
   * of the internal factories to actually provide the desired maps.
   *
   * <p>During initialization time there is only one BindingSelection. It is possible that multiple
   * different BindingSelections are constructed. Specifically, in the case of two different modules
   * each adding bindings to the same MapBinder. If that happens, we define the BindingSelection
   * held by the {@link RealMapProvider} to be the authoritative one. The logic for this exists in
   * {@link RealMultimapBinderProviderWithDependencies}. This is done to avoid confusion because the
   * BindingSelection contains mutable state.
   | Note: We use valueTypeAndAnnotation effectively as a Pair<TypeLiteral, Annotation|Class>| Until the injector initializes us, we don't know what our dependencies are,| A factory for a {@code Map.Entry<K, Provider<V>>}. |
   * Binds {@code Map<K, Set<V>>} and {{@code Map<K, Set<Provider<V>>>}.
   *
   * <p>This will only exist if permitDuplicates() is called.
   |
       * A simple class to hold a key and the associated bindings as an array.
       *
       * <p>Arrays are used for performance.
       | Note: We use valueTypeAndAnnotation effectively as a Pair<TypeLiteral, Annotation|Class>| Until the injector initializes us, we don't know what our dependencies are,| A factory for a {@code Map.Entry<K, Provider<V>>}. | VisibleForTesting| Note: We use valueTypeAndAnnotation effectively as a Pair<TypeLiteral, Annotation|Class>| Until the injector initializes us, we don't know what our dependencies are,| A factory for a {@code Map.Entry<K, Provider<V>>}. | A base class for ProviderWithDependencies that need equality based on a specific object. | Note: We use valueTypeAndAnnotation effectively as a Pair<TypeLiteral, Annotation|Class>| Until the injector initializes us, we don't know what our dependencies are,| A factory for a {@code Map.Entry<K, Provider<V>>}. |
   * A base class for ProviderWithDependencies that need equality based on a specific object.
   *
   * <p>This differs from {@link RealMapBinderProviderWithDependencies} in that it gets the {@code
   * bindingSelection} from the injector at initialization time, rather than in the constructor.
   * This is done to allow all the providers to operate on the same instance of the {@link
   * BindingSelection}.
   ","/**
 * Returns a new mapbinder that collects entries of {@code keyType}/{@code valueType} in a {@link
 * Map} that is itself bound with no binding annotation.
 */
 
/**
 * Returns a new mapbinder that collects entries of {@code keyType}/{@code valueType} in a {@link
 * Map} that is itself bound with {@code annotation}.
 */
 
/**
 * Returns a new mapbinder that collects entries of {@code keyType}/{@code valueType} in a {@link
 * Map} that is itself bound with {@code annotationType}.
 */
 
/**
 * Given a Key<T> will return a Key<Provider<T>>
 */
 
/**
 * Adds a binding to the map for the given key.
 */
 
/**
 * This creates two bindings. One for the {@code Map.Entry<K, Provider<V>>} and another for {@code
 * V}.
 */
 
/**
 * Will initialize internal data structures.
 *
 * @return {@code true} if initialization was successful, {@code false} if there were errors
 */
 
/**
 * Returns true if the key indicates this is a value in the map.
 */
 
/**
 * Initialize the factory. BindingSelection is guaranteed to be initialized at this point and
 * this will be called prior to any provisioning.
 */
 
/**
 * This will get the authoritative {@link BindingSelection} from the map provider. This
 * guarantees that everyone has the same instance of the bindingSelection and sees consistent
 * state.
 */
 
/**
 * Initialize the factory. BindingSelection is guaranteed to be initialized at this point and
 * this will be called prior to any provisioning.
 */
 
","{
    binder = binder.skipSources(RealMapBinder.class);
    return newRealMapBinder(binder, keyType, valueType, Key.get(mapOf(keyType, valueType)), RealMultibinder.newRealSetBinder(binder, Key.get(entryOfProviderOf(keyType, valueType))));
} 
{
    binder = binder.skipSources(RealMapBinder.class);
    return newRealMapBinder(binder, keyType, valueType, Key.get(mapOf(keyType, valueType), annotation), RealMultibinder.newRealSetBinder(binder, Key.get(entryOfProviderOf(keyType, valueType), annotation)));
} 
{
    binder = binder.skipSources(RealMapBinder.class);
    return newRealMapBinder(binder, keyType, valueType, Key.get(mapOf(keyType, valueType), annotationType), RealMultibinder.newRealSetBinder(binder, Key.get(entryOfProviderOf(keyType, valueType), annotationType)));
} 
{
    return (Key<Provider<T>>) valueKey.ofType(Types.providerOf(valueKey.getTypeLiteral().getType()));
} 
{
    checkNotNull(key, ""key"");
    checkConfiguration(!bindingSelection.isInitialized(), ""MapBinder was already initialized"");
    RealMultibinder<Map.Entry<K, Provider<V>>> entrySetBinder = bindingSelection.getEntrySetBinder();
    Key<V> valueKey = Key.get(bindingSelection.getValueType(), new RealElement(entrySetBinder.getSetName(), MAPBINDER, bindingSelection.getKeyType().toString()));
    entrySetBinder.addBinding().toProvider(new ProviderMapEntry<K, V>(key, valueKey));
    return valueKey;
} 
{
    return binder.bind(getKeyForNewValue(key));
} 
{
    // Every one of our providers will call this method, so only execute the logic once.
    if (initializationState != InitializationState.UNINITIALIZED) {
        return initializationState != InitializationState.HAS_ERRORS;
    }
    // Multiple different modules can all contribute to the same MapBinder, and if any
    // one of them permits duplicates, then the map binder as a whole will permit duplicates.
    // Since permitDuplicates() may not have been called on this instance, we need to go
    // to the injector to see if permitDuplicates was set.
    permitsDuplicates = entrySetBinder.permitsDuplicates(injector);
    // We now build the Map<K, Set<Binding<V>>> from the entrySetBinder.
    // The entrySetBinder contains all of the ProviderMapEntrys, and once
    // we have those, it's easy to iterate through them to organize them by K.
    Map<K, ImmutableSet.Builder<Binding<V>>> bindingMultimapMutable = new LinkedHashMap<K, ImmutableSet.Builder<Binding<V>>>();
    Map<K, Binding<V>> bindingMapMutable = new LinkedHashMap<>();
    Multimap<K, Indexer.IndexedBinding> index = HashMultimap.create();
    Indexer indexer = new Indexer(injector);
    Multimap<K, Binding<V>> duplicates = null;
    ImmutableList.Builder<Map.Entry<K, Binding<V>>> entriesBuilder = ImmutableList.builder();
    // We get all of the Bindings that were put into the entrySetBinder
    for (Binding<Map.Entry<K, Provider<V>>> binding : injector.findBindingsByType(entrySetBinder.getElementTypeLiteral())) {
        if (entrySetBinder.containsElement(binding)) {
            // Protected by findBindingByType() and the fact that all providers are added by us
            // in addBinding(). It would theoretically be possible for someone to directly
            // add their own binding to the entrySetBinder, but they shouldn't do that.
            @SuppressWarnings({ ""unchecked"", ""rawtypes"" })
            ProviderInstanceBinding<ProviderMapEntry<K, V>> entryBinding = (ProviderInstanceBinding) binding;
            // We added all these bindings initially, so we know they are ProviderMapEntrys
            @SuppressWarnings({ ""unchecked"", ""rawtypes"" })
            ProviderMapEntry<K, V> entry = (ProviderMapEntry) entryBinding.getUserSuppliedProvider();
            K key = entry.getKey();
            Key<V> valueKey = entry.getValueKey();
            Binding<V> valueBinding = injector.getExistingBinding(valueKey);
            // Use the indexer to de-dupe user bindings. This is needed because of the
            // uniqueId in RealElement. The uniqueId intentionally circumvents the regular
            // Guice deduplication, so we need to re-implement our own here, ignoring
            // uniqueId.
            if (index.put(key, valueBinding.acceptTargetVisitor(indexer))) {
                entriesBuilder.add(Maps.immutableEntry(key, valueBinding));
                Binding<V> previous = bindingMapMutable.put(key, valueBinding);
                // Check if this is a duplicate binding
                if (previous != null && !permitsDuplicates) {
                    if (duplicates == null) {
                        // This is linked for both keys and values to maintain order
                        duplicates = LinkedHashMultimap.create();
                    }
                    // We add both the previous and the current value to the duplicates map.
                    // This is because if there are three duplicates, we will only execute this code
                    // for the second and third, but we want all three values to display a helpful
                    // error message. We rely on the multimap to dedupe repeated values.
                    duplicates.put(key, previous);
                    duplicates.put(key, valueBinding);
                }
                // Don't do extra work unless we need to
                if (permitsDuplicates) {
                    // Add the binding, creating a set builder if it's the first time we've seen it
                    bindingMultimapMutable.computeIfAbsent(key, k -> ImmutableSet.builder()).add(valueBinding);
                }
            }
        }
    }
    // It is safe to check if duplicates is non-null because if duplicates are allowed,
    // we don't build up this data structure
    if (duplicates != null) {
        initializationState = InitializationState.HAS_ERRORS;
        reportDuplicateKeysError(duplicates, errors);
        return false;
    }
    // Build all of the ImmutableSet.Builders,
    // transforming from Map<K, ImmutableSet.Builder<Binding<V>>> to
    // ImmutableMap<K, Set<Binding<V>>>
    ImmutableMap.Builder<K, Set<Binding<V>>> bindingsMultimapBuilder = ImmutableMap.builder();
    for (Map.Entry<K, ImmutableSet.Builder<Binding<V>>> entry : bindingMultimapMutable.entrySet()) {
        bindingsMultimapBuilder.put(entry.getKey(), entry.getValue().build());
    }
    mapBindings = ImmutableMap.copyOf(bindingMapMutable);
    multimapBindings = bindingsMultimapBuilder.build();
    entries = entriesBuilder.build();
    initializationState = InitializationState.INITIALIZED;
    return true;
} 
{
    return key.getAnnotation() instanceof RealElement && ((RealElement) key.getAnnotation()).setName().equals(entrySetBinder.getSetName()) && ((RealElement) key.getAnnotation()).type() == MAPBINDER && ((RealElement) key.getAnnotation()).keyType().equals(keyType.toString()) && key.getTypeLiteral().equals(valueType);
} 
doInitialize 
{
    Binding<Map<K, V>> mapBinding = injector.getExistingBinding(mapKey);
    ProviderInstanceBinding<Map<K, V>> providerInstanceBinding = (ProviderInstanceBinding<Map<K, V>>) mapBinding;
    @SuppressWarnings(""unchecked"")
    RealMapProvider<K, V> mapProvider = (RealMapProvider<K, V>) providerInstanceBinding.getUserSuppliedProvider();
    this.bindingSelection = mapProvider.getBindingSelection();
    if (bindingSelection.tryInitialize(injector, errors)) {
        doInitialize(injector, errors);
    }
} 
doInitialize 
",,,"/**
 * These are built during initialization and used by all factories to actually provide the
 * relevant maps. These contain all of the necessary information about the map binder.
 */
 
/**
 * Indicates if this Map permits duplicates. It is initialized during initialization by querying
 * the injector. This is done because multiple different modules can contribute to a MapBinder,
 * and any one could set permitDuplicates.
 */
 
/**
 * An array of all the injectors.
 *
 * <p>This is parallel to array of keys below
 */
 
","Field mapBindings
Field permitsDuplicates
Field injectors
",44,3683
InjectorShell.java,46,234,0.19658119658119658,"
 * A partially-initialized injector. See {@link InternalInjectorCreator}, which uses this to build a
 * tree of injectors in batch.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ","/**
 * Synchronize on this before calling {@link #build}.
 */
 
/**
 * Creates and returns the injector shells for the current modules. Multiple shells will be
 * returned if any modules contain {@link Binder#newPrivateBinder private environments}. The
 * primary injector will be first in the returned list.
 */
 
/**
 * The Injector is a special case because we allow both parent and child injectors to both have a
 * binding for that key.
 */
 
/**
 * The Logger is a special case because it knows the injection point of the injected member. It's
 * the only binding that does this.
 */
 
","{
    return getState().lock();
} 
{
    checkState(stage != null, ""Stage not initialized"");
    checkState(privateElements == null || parent != null, ""PrivateElements with no parent"");
    checkState(state != null, ""no state. Did you remember to lock() ?"");
    // bind Singleton if this is a top-level injector
    if (parent == null) {
        modules.add(0, new RootModule());
    } else {
        modules.add(0, new InheritedScannersModule(parent.state));
    }
    elements.addAll(Elements.getElements(stage, modules));
    // Look for injector-changing options
    InjectorOptionsProcessor optionsProcessor = new InjectorOptionsProcessor(errors);
    optionsProcessor.process(null, elements);
    options = optionsProcessor.getOptions(stage, options);
    InjectorImpl injector = new InjectorImpl(parent, state, options);
    if (privateElements != null) {
        privateElements.initInjector(injector);
    }
    // add default type converters if this is a top-level injector
    if (parent == null) {
        TypeConverterBindingProcessor.prepareBuiltInConverters(injector);
    }
    stopwatch.resetAndLog(""Module execution"");
    new MessageProcessor(errors).process(injector, elements);
    /*if[AOP]*/
    new InterceptorBindingProcessor(errors).process(injector, elements);
    stopwatch.resetAndLog(""Interceptors creation"");
    /*end[AOP]*/
    new ListenerBindingProcessor(errors).process(injector, elements);
    List<TypeListenerBinding> typeListenerBindings = injector.state.getTypeListenerBindings();
    injector.membersInjectorStore = new MembersInjectorStore(injector, typeListenerBindings);
    List<ProvisionListenerBinding> provisionListenerBindings = injector.state.getProvisionListenerBindings();
    injector.provisionListenerStore = new ProvisionListenerCallbackStore(provisionListenerBindings);
    stopwatch.resetAndLog(""TypeListeners & ProvisionListener creation"");
    new ScopeBindingProcessor(errors).process(injector, elements);
    stopwatch.resetAndLog(""Scopes creation"");
    new TypeConverterBindingProcessor(errors).process(injector, elements);
    stopwatch.resetAndLog(""Converters creation"");
    bindStage(injector, stage);
    bindInjector(injector);
    bindLogger(injector);
    // Process all normal bindings, then UntargettedBindings.
    // This is necessary because UntargettedBindings can create JIT bindings
    // and need all their other dependencies set up ahead of time.
    new BindingProcessor(errors, initializer, bindingData).process(injector, elements);
    new UntargettedBindingProcessor(errors, bindingData).process(injector, elements);
    stopwatch.resetAndLog(""Binding creation"");
    new ModuleAnnotatedMethodScannerProcessor(errors).process(injector, elements);
    stopwatch.resetAndLog(""Module annotated method scanners creation"");
    List<InjectorShell> injectorShells = Lists.newArrayList();
    injectorShells.add(new InjectorShell(elements, injector));
    // recursively build child shells
    PrivateElementProcessor processor = new PrivateElementProcessor(errors);
    processor.process(injector, elements);
    for (Builder builder : processor.getInjectorShellBuilders()) {
        injectorShells.addAll(builder.build(initializer, bindingData, stopwatch, errors));
    }
    stopwatch.resetAndLog(""Private environment creation"");
    return injectorShells;
} 
{
    Key<Injector> key = Key.get(Injector.class);
    InjectorFactory injectorFactory = new InjectorFactory(injector);
    injector.state.putBinding(key, new ProviderInstanceBindingImpl<Injector>(injector, key, SourceProvider.UNKNOWN_SOURCE, injectorFactory, Scoping.UNSCOPED, injectorFactory, ImmutableSet.<InjectionPoint>of()));
} 
{
    Key<Logger> key = Key.get(Logger.class);
    LoggerFactory loggerFactory = new LoggerFactory();
    injector.state.putBinding(key, new ProviderInstanceBindingImpl<Logger>(injector, key, SourceProvider.UNKNOWN_SOURCE, loggerFactory, Scoping.UNSCOPED, loggerFactory, ImmutableSet.<InjectionPoint>of()));
} 
",,,"/**
 * lazily constructed
 */
 
/**
 * null unless this exists in a {@link Binder#newPrivateBinder private environment}
 */
 
","Field state
Field privateElements
",4,177
ProviderInternalFactory.java,27,55,0.4909090909090909,"
 * Base class for InternalFactories that are used by Providers, to handle circular dependencies.
 *
 * @author sameb@google.com (Sam Berlin)
 ","/**
 * Provisions a new instance. Subclasses should override this to catch exceptions & rethrow as
 * ErrorsExceptions.
 */
 
","{
    T t = provider.get();
    if (t == null && !dependency.isNullable()) {
        InternalProvisionException.onNullInjectedIntoNonNullableDependency(source, dependency);
    }
    constructionContext.setProxyDelegates(t);
    return t;
} 
",,,,,3,136
ConstructionProxy.java,29,13,2.230769230769231,"
 * Proxies calls to a {@link java.lang.reflect.Constructor} for a class {@code T}.
 *
 * @author crazybob@google.com (Bob Lee)
 ","/**
 * Constructs an instance of {@code T} for the given arguments.
 */
 
/**
 * Returns the injection point for this constructor.
 */
 
/**
 * Returns the injected constructor. If the injected constructor is synthetic (such as generated
 * code for method interception), the natural constructor is returned.
 */
 
/**
 * Returns the interceptors applied to each method, in order of invocation.
 */
 
","newInstance 
getInjectionPoint 
getConstructor 
getMethodInterceptors 
",,,,,3,122
DeclaredMembers.java,38,50,0.76,"
 * Utility class for retrieving declared fields or methods in a particular order, because the JVM
 * doesn't guarantee ordering for listing declared methods. We don't externally guarantee an
 * ordering, but having a consistent ordering allows deterministic behavior and simpler tests.
 ",,,,,"/**
 * An ordering suitable for comparing two classes if they are loaded by the same classloader
 *
 * <p>Within a single classloader there can only be one class with a given name, so we just
 * compare the names.
 */
 
/**
 * An ordering suitable for comparing two fields if they are owned by the same class.
 *
 * <p>Within a single class it is sufficent to compare the non-generic field signature which
 * consists of the field name and type.
 */
 
/**
 * An ordering suitable for comparing two methods if they are owned by the same class.
 *
 * <p>Within a single class it is sufficient to compare the non-generic method signature which
 * consists of the name, return type and parameter types.
 */
 
","Field CLASS_ORDERING
Field FIELD_ORDERING
Field METHOD_ORDERING
",3,281
